LOGGER started at 2020-01-29 13:44:35.110463.
Currently active debug channels:
	act
	batch_info
	linesearch
	learning
[2020-01-29 13:44:35.499416][__main__.TRPOAgent.log][learning]: Episode #0

[2020-01-29 13:44:35.693767][__main__.TRPOAgent.log][learning]: Performing rollouts: rollout length: 1500
[2020-01-29 13:44:38.921729][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.7724300845422678

[2020-01-29 13:44:38.926776][__main__.TRPOAgent.log][batch_info]: Batch #20, batch length: 9

[2020-01-29 13:44:39.026820][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.18062510402200538

[2020-01-29 13:44:39.031376][__main__.TRPOAgent.log][batch_info]: Batch #21, batch length: 9

[2020-01-29 13:44:39.133115][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.19326246238375056

[2020-01-29 13:44:39.139562][__main__.TRPOAgent.log][batch_info]: Batch #22, batch length: 9

[2020-01-29 13:44:39.238022][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.14096596081637675

[2020-01-29 13:44:39.243442][__main__.TRPOAgent.log][batch_info]: Batch #23, batch length: 10

[2020-01-29 13:44:39.341238][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.2919312662175912

[2020-01-29 13:44:39.347717][__main__.TRPOAgent.log][batch_info]: Batch #24, batch length: 12

[2020-01-29 13:44:39.448767][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.7568611039217407

[2020-01-29 13:44:39.453442][__main__.TRPOAgent.log][batch_info]: Batch #25, batch length: 10

[2020-01-29 13:44:39.559145][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 1.244647410925245

[2020-01-29 13:44:39.563741][__main__.TRPOAgent.log][batch_info]: Batch #26, batch length: 9

[2020-01-29 13:44:39.663645][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.3519748981214232

[2020-01-29 13:44:39.670282][__main__.TRPOAgent.log][batch_info]: Batch #27, batch length: 9

[2020-01-29 13:44:39.773560][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.1461757276362429

[2020-01-29 13:44:39.778057][__main__.TRPOAgent.log][batch_info]: Batch #28, batch length: 9

[2020-01-29 13:44:39.853542][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 0.20829139533675012

[2020-01-29 13:44:39.858355][__main__.TRPOAgent.log][batch_info]: Batch #29, batch length: 10

[2020-01-29 13:44:39.958799][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 41.23428955078125

[2020-01-29 13:44:39.963835][__main__.TRPOAgent.log][batch_info]: Batch #30, batch length: 9

[2020-01-29 13:44:40.062359][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 22.586085044675404

[2020-01-29 13:44:40.068643][__main__.TRPOAgent.log][batch_info]: Batch #31, batch length: 9

[2020-01-29 13:44:40.170006][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 19.161642180548775

[2020-01-29 13:44:40.176153][__main__.TRPOAgent.log][batch_info]: Batch #32, batch length: 9

[2020-01-29 13:44:40.277562][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 15.64484558875362

[2020-01-29 13:44:40.282488][__main__.TRPOAgent.log][batch_info]: Batch #33, batch length: 9

[2020-01-29 13:44:40.381936][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 12.611000259717306

[2020-01-29 13:44:40.388455][__main__.TRPOAgent.log][batch_info]: Batch #34, batch length: 10

[2020-01-29 13:44:40.496171][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 13.716111684590578

[2020-01-29 13:44:40.502650][__main__.TRPOAgent.log][batch_info]: Batch #35, batch length: 11

[2020-01-29 13:44:40.601381][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 14.996098565784367

[2020-01-29 13:44:40.606002][__main__.TRPOAgent.log][batch_info]: Batch #36, batch length: 9

[2020-01-29 13:44:40.704573][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.230663133164247

[2020-01-29 13:44:40.709583][__main__.TRPOAgent.log][batch_info]: Batch #37, batch length: 9

[2020-01-29 13:44:40.811788][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.603113262603681

[2020-01-29 13:44:40.816942][__main__.TRPOAgent.log][batch_info]: Batch #38, batch length: 11

[2020-01-29 13:44:40.917336][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 10.789953952485865

[2020-01-29 13:44:40.922744][__main__.TRPOAgent.log][batch_info]: Batch #39, batch length: 9

[2020-01-29 13:44:41.026512][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.121278531849384

[2020-01-29 13:44:41.031376][__main__.TRPOAgent.log][batch_info]: Batch #40, batch length: 11

[2020-01-29 13:44:41.131495][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.784488470552871

[2020-01-29 13:44:41.136615][__main__.TRPOAgent.log][batch_info]: Batch #41, batch length: 9

[2020-01-29 13:44:41.235526][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.126873682770464

[2020-01-29 13:44:41.240687][__main__.TRPOAgent.log][batch_info]: Batch #42, batch length: 10

[2020-01-29 13:44:41.339338][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.502409330010414

[2020-01-29 13:44:41.343918][__main__.TRPOAgent.log][batch_info]: Batch #43, batch length: 9

[2020-01-29 13:44:41.446532][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.204732661445935

[2020-01-29 13:44:41.451395][__main__.TRPOAgent.log][batch_info]: Batch #44, batch length: 9

[2020-01-29 13:44:41.549481][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.208531823423174

[2020-01-29 13:44:41.554023][__main__.TRPOAgent.log][batch_info]: Batch #45, batch length: 11

[2020-01-29 13:44:41.652600][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.30414698814804

[2020-01-29 13:44:41.657957][__main__.TRPOAgent.log][batch_info]: Batch #46, batch length: 10

[2020-01-29 13:44:41.757071][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.472751951217651

[2020-01-29 13:44:41.762022][__main__.TRPOAgent.log][batch_info]: Batch #47, batch length: 9

[2020-01-29 13:44:41.862898][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.252301750911607

[2020-01-29 13:44:41.867915][__main__.TRPOAgent.log][batch_info]: Batch #48, batch length: 9

[2020-01-29 13:44:41.972023][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.23122706098689

[2020-01-29 13:44:41.977406][__main__.TRPOAgent.log][batch_info]: Batch #49, batch length: 9

[2020-01-29 13:44:42.077617][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.197389387422138

[2020-01-29 13:44:42.082757][__main__.TRPOAgent.log][batch_info]: Batch #50, batch length: 9

[2020-01-29 13:44:42.181810][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.1635494989653425

[2020-01-29 13:44:42.188295][__main__.TRPOAgent.log][batch_info]: Batch #51, batch length: 9

[2020-01-29 13:44:42.289319][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.136157181320919

[2020-01-29 13:44:42.294353][__main__.TRPOAgent.log][batch_info]: Batch #52, batch length: 9

[2020-01-29 13:44:42.397582][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.116924660901229

[2020-01-29 13:44:42.402183][__main__.TRPOAgent.log][batch_info]: Batch #53, batch length: 10

[2020-01-29 13:44:42.497705][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.081645337678492

[2020-01-29 13:44:42.502396][__main__.TRPOAgent.log][batch_info]: Batch #54, batch length: 9

[2020-01-29 13:44:42.601229][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.116257255069083

[2020-01-29 13:44:42.606853][__main__.TRPOAgent.log][batch_info]: Batch #55, batch length: 9

[2020-01-29 13:44:42.706294][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.1139996447083025

[2020-01-29 13:44:42.711534][__main__.TRPOAgent.log][batch_info]: Batch #56, batch length: 9

[2020-01-29 13:44:42.811163][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.109121713166435

[2020-01-29 13:44:42.816076][__main__.TRPOAgent.log][batch_info]: Batch #57, batch length: 9

[2020-01-29 13:44:42.975835][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.103917463165191

[2020-01-29 13:44:42.980477][__main__.TRPOAgent.log][batch_info]: Batch #58, batch length: 11

[2020-01-29 13:44:43.086699][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.626220648007637

[2020-01-29 13:44:43.093120][__main__.TRPOAgent.log][batch_info]: Batch #59, batch length: 9

[2020-01-29 13:44:43.196840][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.121473795423905

[2020-01-29 13:44:43.201914][__main__.TRPOAgent.log][batch_info]: Batch #60, batch length: 10

[2020-01-29 13:44:43.299962][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.538094267621636

[2020-01-29 13:44:43.305087][__main__.TRPOAgent.log][batch_info]: Batch #61, batch length: 9

[2020-01-29 13:44:43.412406][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.14444407613741

[2020-01-29 13:44:43.417455][__main__.TRPOAgent.log][batch_info]: Batch #62, batch length: 10

[2020-01-29 13:44:43.521639][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.518723469972611

[2020-01-29 13:44:43.526818][__main__.TRPOAgent.log][batch_info]: Batch #63, batch length: 10

[2020-01-29 13:44:43.600016][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.12034761980176

[2020-01-29 13:44:43.604867][__main__.TRPOAgent.log][batch_info]: Batch #64, batch length: 12

[2020-01-29 13:44:43.708884][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.971144139301032

[2020-01-29 13:44:43.713992][__main__.TRPOAgent.log][batch_info]: Batch #65, batch length: 9

[2020-01-29 13:44:43.811974][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.54593185087045

[2020-01-29 13:44:43.818307][__main__.TRPOAgent.log][batch_info]: Batch #66, batch length: 10

[2020-01-29 13:44:43.924248][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.530141557008028

[2020-01-29 13:44:43.930757][__main__.TRPOAgent.log][batch_info]: Batch #67, batch length: 13

[2020-01-29 13:44:44.033050][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 13.442006163299084

[2020-01-29 13:44:44.039312][__main__.TRPOAgent.log][batch_info]: Batch #68, batch length: 9

[2020-01-29 13:44:44.141107][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.823203160324031

[2020-01-29 13:44:44.146031][__main__.TRPOAgent.log][batch_info]: Batch #69, batch length: 9

[2020-01-29 13:44:44.244974][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.740051770789756

[2020-01-29 13:44:44.249633][__main__.TRPOAgent.log][batch_info]: Batch #70, batch length: 9

[2020-01-29 13:44:44.359282][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.569796802269088

[2020-01-29 13:44:44.364294][__main__.TRPOAgent.log][batch_info]: Batch #71, batch length: 9

[2020-01-29 13:44:44.465523][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.395594494210349

[2020-01-29 13:44:44.470171][__main__.TRPOAgent.log][batch_info]: Batch #72, batch length: 9

[2020-01-29 13:44:44.569269][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.259668676389588

[2020-01-29 13:44:44.575764][__main__.TRPOAgent.log][batch_info]: Batch #73, batch length: 10

[2020-01-29 13:44:44.678147][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.493921398371458

[2020-01-29 13:44:44.683063][__main__.TRPOAgent.log][batch_info]: Batch #74, batch length: 9

[2020-01-29 13:44:44.783847][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.1483624507155685

[2020-01-29 13:44:44.788363][__main__.TRPOAgent.log][batch_info]: Batch #75, batch length: 9

[2020-01-29 13:44:44.891553][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.121867469615406

[2020-01-29 13:44:44.896601][__main__.TRPOAgent.log][batch_info]: Batch #76, batch length: 9

[2020-01-29 13:44:44.995346][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.10571389252113

[2020-01-29 13:44:45.000470][__main__.TRPOAgent.log][batch_info]: Batch #77, batch length: 9

[2020-01-29 13:44:45.098810][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.097495821744411

[2020-01-29 13:44:45.103360][__main__.TRPOAgent.log][batch_info]: Batch #78, batch length: 10

[2020-01-29 13:44:45.201490][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.639081244968111

[2020-01-29 13:44:45.206203][__main__.TRPOAgent.log][batch_info]: Batch #79, batch length: 10

[2020-01-29 13:44:45.311613][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.60769641106017

[2020-01-29 13:44:45.317979][__main__.TRPOAgent.log][batch_info]: Batch #80, batch length: 9

[2020-01-29 13:44:45.419476][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.1115906127832

[2020-01-29 13:44:45.424219][__main__.TRPOAgent.log][batch_info]: Batch #81, batch length: 13

[2020-01-29 13:44:45.524763][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 14.282742912746752

[2020-01-29 13:44:45.529798][__main__.TRPOAgent.log][batch_info]: Batch #82, batch length: 9

[2020-01-29 13:44:45.628851][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.319630107738906

[2020-01-29 13:44:45.633390][__main__.TRPOAgent.log][batch_info]: Batch #83, batch length: 12

[2020-01-29 13:44:45.733297][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 10.576586287468672

[2020-01-29 13:44:45.738452][__main__.TRPOAgent.log][batch_info]: Batch #84, batch length: 9

[2020-01-29 13:44:45.841947][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 8.109512981441286

[2020-01-29 13:44:45.847114][__main__.TRPOAgent.log][batch_info]: Batch #85, batch length: 11

[2020-01-29 13:44:45.946164][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 9.153401084921576

[2020-01-29 13:44:45.951010][__main__.TRPOAgent.log][batch_info]: Batch #86, batch length: 9

[2020-01-29 13:44:46.049346][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.69811680002345

[2020-01-29 13:44:46.054357][__main__.TRPOAgent.log][batch_info]: Batch #87, batch length: 9

[2020-01-29 13:44:46.154896][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.264086402228309

[2020-01-29 13:44:46.160076][__main__.TRPOAgent.log][batch_info]: Batch #88, batch length: 9

[2020-01-29 13:44:46.262648][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.847879738443428

[2020-01-29 13:44:46.268963][__main__.TRPOAgent.log][batch_info]: Batch #89, batch length: 9

[2020-01-29 13:44:46.372885][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.526577215227816

[2020-01-29 13:44:46.378017][__main__.TRPOAgent.log][batch_info]: Batch #90, batch length: 9

[2020-01-29 13:44:46.478909][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.313624516129494

[2020-01-29 13:44:46.483426][__main__.TRPOAgent.log][batch_info]: Batch #91, batch length: 9

[2020-01-29 13:44:46.579770][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.190232558382882

[2020-01-29 13:44:46.584848][__main__.TRPOAgent.log][batch_info]: Batch #92, batch length: 9

[2020-01-29 13:44:46.689271][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.128193467441532

[2020-01-29 13:44:46.694681][__main__.TRPOAgent.log][batch_info]: Batch #93, batch length: 10

[2020-01-29 13:44:46.797291][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.591507359081879

[2020-01-29 13:44:46.802320][__main__.TRPOAgent.log][batch_info]: Batch #94, batch length: 9

[2020-01-29 13:44:46.899077][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.100806423669888

[2020-01-29 13:44:46.903801][__main__.TRPOAgent.log][batch_info]: Batch #95, batch length: 9

[2020-01-29 13:44:47.003233][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.097036772142423

[2020-01-29 13:44:47.008474][__main__.TRPOAgent.log][batch_info]: Batch #96, batch length: 12

[2020-01-29 13:44:47.106636][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 12.252365061935658

[2020-01-29 13:44:47.111819][__main__.TRPOAgent.log][batch_info]: Batch #97, batch length: 10

[2020-01-29 13:44:47.215067][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 5.227585056982934

[2020-01-29 13:44:47.219618][__main__.TRPOAgent.log][batch_info]: Batch #98, batch length: 9

[2020-01-29 13:44:47.319841][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.094043009034875

[2020-01-29 13:44:47.324855][__main__.TRPOAgent.log][batch_info]: Batch #99, batch length: 10

[2020-01-29 13:44:47.423594][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.816316203214228

[2020-01-29 13:44:48.861214][__main__.TRPOAgent.log][learning]: Episode #1

[2020-01-29 13:44:48.862088][__main__.TRPOAgent.log][batch_info]: Rollout statistics size: 964, Batch size: 100, Number of batches: 100

[2020-01-29 13:44:48.862738][__main__.TRPOAgent.log][learning]: 

***************
BEGINNING TRAINING
***************



[2020-01-29 13:44:48.863517][__main__.TRPOAgent.log][batch_info]: Batch #0, batch length: 9

[2020-01-29 13:44:48.986140][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.113057751622465

[2020-01-29 13:44:48.992122][__main__.TRPOAgent.log][batch_info]: Batch #1, batch length: 9

[2020-01-29 13:44:49.096151][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.112109721948703

[2020-01-29 13:44:49.101101][__main__.TRPOAgent.log][batch_info]: Batch #2, batch length: 10

[2020-01-29 13:44:49.200938][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.6621534366200645

[2020-01-29 13:44:49.205536][__main__.TRPOAgent.log][batch_info]: Batch #3, batch length: 9

[2020-01-29 13:44:49.305817][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.1791235572761956

[2020-01-29 13:44:49.311396][__main__.TRPOAgent.log][batch_info]: Batch #4, batch length: 12

[2020-01-29 13:44:49.415834][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 11.41152699291706

[2020-01-29 13:44:49.422452][__main__.TRPOAgent.log][batch_info]: Batch #5, batch length: 10

[2020-01-29 13:44:49.532198][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.4964270807802675

[2020-01-29 13:44:49.537340][__main__.TRPOAgent.log][batch_info]: Batch #6, batch length: 10

[2020-01-29 13:44:49.648641][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.530129516869783

[2020-01-29 13:44:49.654391][__main__.TRPOAgent.log][batch_info]: Batch #7, batch length: 10

[2020-01-29 13:44:49.772186][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.889065423607827

[2020-01-29 13:44:49.778003][__main__.TRPOAgent.log][batch_info]: Batch #8, batch length: 9

[2020-01-29 13:44:49.880305][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.949757609102461

[2020-01-29 13:44:49.885521][__main__.TRPOAgent.log][batch_info]: Batch #9, batch length: 9

[2020-01-29 13:44:49.983723][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 8.016058637036217

[2020-01-29 13:44:49.990129][__main__.TRPOAgent.log][batch_info]: Batch #10, batch length: 9

[2020-01-29 13:44:50.100115][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.727954415811433

[2020-01-29 13:44:50.105280][__main__.TRPOAgent.log][batch_info]: Batch #11, batch length: 9

[2020-01-29 13:44:50.283037][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.305811394626896

[2020-01-29 13:44:50.288293][__main__.TRPOAgent.log][batch_info]: Batch #12, batch length: 11

[2020-01-29 13:44:50.387351][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 8.96043945510279

[2020-01-29 13:44:50.392177][__main__.TRPOAgent.log][batch_info]: Batch #13, batch length: 9

[2020-01-29 13:44:50.491636][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.73155306900541

[2020-01-29 13:44:50.496962][__main__.TRPOAgent.log][batch_info]: Batch #14, batch length: 10

[2020-01-29 13:44:50.596566][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.504327516257763

[2020-01-29 13:44:50.601570][__main__.TRPOAgent.log][batch_info]: Batch #15, batch length: 14

[2020-01-29 13:44:50.715602][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 16.93609114417008

[2020-01-29 13:44:50.721912][__main__.TRPOAgent.log][batch_info]: Batch #16, batch length: 9

[2020-01-29 13:44:50.831637][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.565294056302971

[2020-01-29 13:44:50.836885][__main__.TRPOAgent.log][batch_info]: Batch #17, batch length: 9

[2020-01-29 13:44:50.944141][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.517207892404662

[2020-01-29 13:44:50.949313][__main__.TRPOAgent.log][batch_info]: Batch #18, batch length: 9

[2020-01-29 13:44:51.051736][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.418295497695605

[2020-01-29 13:44:51.058101][__main__.TRPOAgent.log][batch_info]: Batch #19, batch length: 9

[2020-01-29 13:44:51.161469][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.313721085588138

[2020-01-29 13:44:51.166037][__main__.TRPOAgent.log][batch_info]: Batch #20, batch length: 9

[2020-01-29 13:44:51.267874][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.227474949426121

[2020-01-29 13:44:51.273051][__main__.TRPOAgent.log][batch_info]: Batch #21, batch length: 9

[2020-01-29 13:44:51.372168][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.166704924984111

[2020-01-29 13:44:51.377676][__main__.TRPOAgent.log][batch_info]: Batch #22, batch length: 9

[2020-01-29 13:44:51.476408][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 6.129001166878475

[2020-01-29 13:44:51.481145][__main__.TRPOAgent.log][batch_info]: Batch #23, batch length: 10

[2020-01-29 13:44:51.581722][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 7.5729829773306845

[2020-01-29 13:44:51.586751][__main__.TRPOAgent.log][batch_info]: Batch #24, batch length: 12

[2020-01-29 13:44:51.695931][__main__.TRPOAgent.log][batch_info]: Current batch value loss: 12.047270070295781

[2020-01-29 13:44:51.701038][__main__.TRPOAgent.log][batch_info]: Batch #25, batch length: 10

